"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"254",10402164,"HZ138723","02-03-2016 10:00","051XX W NORTH AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","GAS STATION",FALSE,FALSE,2533,25,37,25,"14",1141672,1910146,2016,"02-10-2016 15:53",41.9095099,-87.754997,"(41.909509901, -87.754996996)"
"255",1925047,"HH106175","12/26/2001 06:30:00 PM","053XX S LONG AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","DRIVEWAY - RESIDENTIAL",FALSE,FALSE,814,8,23,56,"14",1141313,1868494,2001,"08/17/2015 03:03:40 PM",41.79521762,-87.75734219,"(41.79521762, -87.757342191)"
"256",10402171,"HZ138655","02-03-2016 09:10","059XX S ADA ST","910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,713,7,16,67,"7",1168343,1865381,2016,"02-10-2016 15:53",41.78613544,-87.65831188,"(41.786135435, -87.65831188)"
"257",10402175,"HZ138732","02-03-2016 06:00","045XX N MC VICKER AVE","820","THEFT","$500 AND UNDER","STREET",FALSE,FALSE,1622,16,38,15,"6",1135188,1929822,2016,"02-10-2016 15:53",41.9636205,-87.77834886,"(41.963620504, -87.778348859)"
"258",10402196,"HZ138651","02-03-2016 07:27","087XX S JUSTINE ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","APARTMENT",FALSE,FALSE,2221,22,21,71,"11",1167529,1846788,2016,"02-10-2016 15:53",41.73513125,-87.66182856,"(41.735131248, -87.66182856)"
"259",10402198,"HZ138616","02-03-2016 07:30","078XX S BENNETT AVE","486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE",FALSE,TRUE,414,4,8,43,"08B",1190231,1853310,2016,"02-10-2016 15:53",41.75251207,-87.57844905,"(41.752512065, -87.578449047)"
"260",10402206,"HZ138605","02-03-2016 08:00","079XX S SOUTH SHORE DR","031A","ROBBERY","ARMED: HANDGUN","ALLEY",FALSE,FALSE,422,4,7,46,"3",1198534,1852897,2016,"02-10-2016 15:53",41.75117483,-87.54803652,"(41.751174826, -87.548036521)"
"261",10402208,"HZ138679","02-03-2016 08:30","115XX S LA SALLE ST","910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,522,5,34,53,"7",1177331,1828239,2016,"02-10-2016 15:53",41.68401475,-87.62647602,"(41.684014753, -87.626476016)"
"262",10402237,"HZ138617","02-03-2016 07:00","085XX S MAY ST","610","BURGLARY","FORCIBLE ENTRY","APARTMENT",FALSE,FALSE,613,6,21,71,"5",1170146,1848120,2016,"02-10-2016 15:53",41.73873001,-87.65220232,"(41.738730012, -87.65220232)"
"263",10402265,"HZ138664","02-03-2016 09:06","012XX N CLARK ST","560","ASSAULT","SIMPLE","RESTAURANT",TRUE,FALSE,1824,18,42,8,"08A",1175314,1908524,2016,"02-10-2016 15:53",41.90437011,-87.63146007,"(41.904370109, -87.631460067)"
"264",10402271,"HZ138774","02-03-2016 10:30","007XX W 47TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","OTHER",FALSE,FALSE,925,9,11,61,"14",1172223,1873705,2016,"02-10-2016 15:53",41.80889291,-87.64384111,"(41.808892906, -87.643841106)"
"265",10402272,"HZ138700","02-03-2016 01:30","033XX W MONTROSE AVE","910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,1724,17,33,14,"7",1153465,1929049,2016,"02-10-2016 15:53",41.96115483,-87.71117035,"(41.961154829, -87.71117035)"
"266",10402273,"HZ138541","02-03-2016 05:20","046XX W IRVING PARK RD","560","ASSAULT","SIMPLE","PARKING LOT/GARAGE(NON.RESID.)",FALSE,TRUE,1722,17,45,15,"08A",1144295,1926174,2016,"02-10-2016 15:53",41.95344334,-87.74495705,"(41.953443342, -87.744957048)"
"267",1925040,"HH109479","01-06-2002 04:00","019XX N HALSTED ST","820","THEFT","$500 AND UNDER","BAR OR TAVERN",FALSE,FALSE,1813,18,NA,NA,"6",1170645,1913217,2002,"04/15/2016 08:55:02 AM",41.91735151,-87.64847279,"(41.917351505, -87.648472787)"
"268",10402276,"HZ138783","02-03-2016 06:00","018XX W GRACE ST","1310","CRIMINAL DAMAGE","TO PROPERTY","CTA GARAGE / OTHER PROPERTY",FALSE,FALSE,1922,19,47,5,"14",1163430,1925265,2016,"02-10-2016 15:53",41.95056696,-87.67464064,"(41.950566964, -87.67464064)"
"269",10402281,"HZ138718","02-03-2016 09:50","025XX S SAWYER AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE",FALSE,TRUE,1024,10,22,30,"14",1155099,1887004,2016,"02-10-2016 15:53",41.84574687,-87.70629277,"(41.845746866, -87.706292774)"
"270",10402294,"HZ138768","02-03-2016 08:50","008XX E 103RD ST","484","BATTERY","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,512,5,9,50,"08B",1183988,1836860,2016,"02-10-2016 15:53",41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
"271",10402297,"HZ138756","02-03-2016 10:40","081XX S INGLESIDE AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE",FALSE,FALSE,631,6,8,44,"11",1183980,1851208,2016,"02-10-2016 15:53",41.74689218,-87.60142156,"(41.74689218, -87.601421562)"
"272",10402298,"HZ138735","02-03-2016 09:45","036XX S INDIANA AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT",FALSE,FALSE,212,2,3,35,"14",1178199,1880877,2016,"02-10-2016 15:53",41.82843982,-87.62170465,"(41.828439817, -87.621704653)"
"273",10402299,"HZ138726","02-03-2016 08:30","0000X N KILBOURN AVE","031A","ROBBERY","ARMED: HANDGUN","SIDEWALK",FALSE,FALSE,1113,11,28,26,"3",1146387,1899767,2016,"02-10-2016 15:53",41.88094024,-87.73794053,"(41.880940239, -87.737940526)"
"274",10402300,"HZ138810","02-03-2016 11:02","049XX W VAN BUREN ST","496","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","RESIDENCE",FALSE,TRUE,1533,15,24,25,"04B",1143654,1897561,2016,"02-10-2016 15:53",41.87493829,-87.74803127,"(41.874938294, -87.748031267)"
"275",10402325,"HZ138758","02-03-2016 08:45","036XX S WABASH AVE","2093","NARCOTICS","FOUND SUSPECT NARCOTICS","SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,213,2,3,35,"18",1177325,1880846,2016,"02-10-2016 15:53",41.82837457,-87.6249122,"(41.828374573, -87.624912195)"
"276",1925074,"HH108318","11-11-2001 00:00","005XX N WOOD ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","OTHER",FALSE,FALSE,1324,12,NA,NA,"11",1164260,1903857,2001,"08/17/2015 03:03:40 PM",41.89180452,-87.67219633,"(41.891804521, -87.672196334)"
"277",10402330,"HZ138801","02-03-2016 08:10","006XX N ST CLAIR ST","890","THEFT","FROM BUILDING","COMMERCIAL / BUSINESS OFFICE",FALSE,FALSE,1834,18,42,8,"6",1177723,1904660,2016,"02-10-2016 15:53",41.89371269,-87.62272883,"(41.89371269, -87.622728826)"
"278",1925077,"HH107475","12/14/2001 11:00:00 PM","054XX S NARRAGANSETT AV","460","BATTERY","SIMPLE","RESTAURANT",TRUE,FALSE,811,8,NA,NA,"08B",1134669,1868058,2001,"08/17/2015 03:03:40 PM",41.79414073,-87.78171663,"(41.794140734, -87.781716625)"
"279",10402360,"HZ138865","02-03-2016 11:45","083XX S STATE ST","890","THEFT","FROM BUILDING","VEHICLE - DELIVERY TRUCK",FALSE,FALSE,632,6,6,44,"6",1177743,1849810,2016,"02-10-2016 15:53",41.74319921,-87.62431758,"(41.743199209, -87.624317581)"
"280",10402364,"HZ138561","02-03-2016 00:30","032XX N OCONTO AVE","810","THEFT","OVER $500","STREET",FALSE,FALSE,1631,16,36,17,"6",1127182,1920776,2016,"02-10-2016 15:53",41.93893575,-87.80798879,"(41.938935753, -87.807988791)"
"281",10402365,"HZ138862","02-03-2016 11:44","045XX S DAMEN AVE","870","THEFT","POCKET-PICKING","SMALL RETAIL STORE",FALSE,FALSE,924,9,12,61,"6",1163683,1874594,2016,"02-10-2016 15:53",41.81151617,-87.67513914,"(41.811516168, -87.675139142)"
"282",10402367,"HZ138792","02-03-2016 10:30","030XX S DR MARTIN LUTHER KING JR DR","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,133,1,2,35,"18",1179306,1885032,2016,"02-10-2016 15:53",41.83981621,-87.61751617,"(41.839816207, -87.617516172)"
"283",10402370,"HZ138740","02-03-2016 10:11","014XX E 67TH PL","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT",FALSE,TRUE,332,3,5,43,"14",1186982,1860524,2016,"02-10-2016 15:53",41.77238555,-87.59012668,"(41.772385546, -87.590126684)"
"284",10402372,"HZ138785","02-03-2016 10:55","036XX W FLOURNOY ST","2092","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","SIDEWALK",TRUE,FALSE,1133,11,24,27,"18",1152151,1896781,2016,"02-10-2016 15:53",41.87263465,-87.71685412,"(41.872634651, -87.716854119)"
"285",1925085,"HH108345","09/20/2001 11:50:00 PM","021XX W 19 ST","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","RESIDENCE",TRUE,FALSE,1223,12,NA,NA,"17",1162640,1890766,2001,"08/17/2015 03:03:40 PM",41.85591575,-87.67851264,"(41.855915749, -87.67851264)"
"286",10402375,"HZ138753","02-03-2016 09:45","035XX S CALUMET AVE","320","ROBBERY","STRONGARM - NO WEAPON","STREET",FALSE,FALSE,212,2,4,35,"3",1179099,1881470,2016,"02-10-2016 15:53",41.83004655,-87.61838456,"(41.830046549, -87.618384556)"
"287",10402378,"HZ138769","02-03-2016 10:30","006XX E 43RD ST","430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK",FALSE,FALSE,214,2,4,38,"04B",1181109,1876637,2016,"02-10-2016 15:53",41.8167383,-87.61115898,"(41.816738297, -87.611158982)"
"288",1925064,"HH107897","01-05-2002 09:32","023XX W WARREN BV","1320","CRIMINAL DAMAGE","TO VEHICLE","CHA PARKING LOT/GROUNDS",FALSE,TRUE,1332,12,NA,NA,"14",1160875,1900297,2002,"04/15/2016 08:55:02 AM",41.88210647,-87.68472674,"(41.882106473, -87.684726737)"
"289",10402381,"HZ138831","02-03-2016 08:15","002XX E PERSHING RD","484","BATTERY","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,212,2,3,35,"08B",1178744,1879190,2016,"02-10-2016 15:53",41.82379815,-87.61975652,"(41.823798151, -87.619756522)"
"290",10402384,"HZ138872","02-03-2016 09:00","027XX S STATE ST","820","THEFT","$500 AND UNDER","APARTMENT",FALSE,TRUE,133,1,3,35,"6",1176731,1886507,2016,"02-10-2016 15:53",41.84392222,-87.6269207,"(41.843922218, -87.6269207)"
"291",10402385,"HZ138823","02-03-2016 11:00","051XX S INDIANA AVE","486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT",FALSE,TRUE,231,2,3,40,"08B",1178470,1871008,2016,"02-10-2016 15:53",41.80135228,-87.62101053,"(41.801352283, -87.621010532)"
"292",10402387,"HZ138791","02-03-2016 10:45","015XX W 63RD ST","502R","OTHER OFFENSE","VEHICLE TITLE/REG OFFENSE","STREET",TRUE,FALSE,725,7,16,67,"26",1166934,1862946,2016,"02-10-2016 15:53",41.77948373,-87.66354752,"(41.779483731, -87.663547521)"
"293",10402389,"HZ138717","02-03-2016 09:45","072XX S STATE ST","484","BATTERY","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,323,3,6,69,"08B",1177540,1856922,2016,"02-10-2016 15:53",41.76271995,-87.62484679,"(41.762719954, -87.624846791)"
"294",1925094,"HH108309","12/29/2001 07:00:00 PM","052XX S LONG AV","910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",TRUE,FALSE,814,8,NA,NA,"7",1141202,1869580,2001,"08/17/2015 03:03:40 PM",41.79819983,-87.75772257,"(41.798199825, -87.757722571)"
"295",10402396,"HZ138817","02-03-2016 10:30","032XX N SACRAMENTO AVE","460","BATTERY","SIMPLE","SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1733,17,33,21,"08B",1155814,1921343,2016,"02-10-2016 15:53",41.93996193,-87.70274259,"(41.939961934, -87.702742594)"
"296",1925097,"HH109547","11/22/2001 06:00:00 PM","015XX W 81 ST","910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",TRUE,FALSE,612,6,NA,NA,"7",1167166,1851047,2001,"08/17/2015 03:03:40 PM",41.74682632,-87.66303691,"(41.746826323, -87.663036911)"
"297",10402398,"HZ138793","02-03-2016 10:45","068XX S NORMAL BLVD","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE PORCH/HALLWAY",FALSE,TRUE,722,7,6,68,"26",1174135,1859311,2016,"02-10-2016 15:53",41.76935193,-87.63725575,"(41.769351932, -87.637255748)"
"298",19251,"HS131341","01/21/2010 09:12:00 PM","028XX S KENNETH AVE","110","HOMICIDE","FIRST DEGREE MURDER","PORCH",FALSE,FALSE,1031,10,22,30,"01A",1147190,1884816,2010,"08/17/2015 03:03:40 PM",41.8398975,-87.73537429,"(41.839897495, -87.735374292)"
"299",10402404,"HZ138784","02-03-2016 10:00","014XX N TRIPP AVE","141C","WEAPONS VIOLATION","UNLAWFUL USE OTHER DANG WEAPON","SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,2534,25,37,23,"15",1147789,1909188,2016,"02-10-2016 15:53",41.90676568,-87.73255021,"(41.906765676, -87.732550205)"
"300",10402410,"HZ138891","02-03-2016 12:00","084XX S COTTAGE GROVE AVE","460","BATTERY","SIMPLE","OTHER",FALSE,FALSE,632,6,8,44,"08B",1183039,1848936,2016,"02-10-2016 15:53",41.74067948,-87.60494006,"(41.740679477, -87.604940063)"
"301",10402415,"HZ138847","02-03-2016 11:30","112XX S WALLACE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,2233,22,34,49,"18",1174313,1830380,2016,"02-10-2016 15:53",41.68995741,-87.63746062,"(41.68995741, -87.637460623)"
"302",10402416,"HZ138714","02-03-2016 09:40","0000X N WESTERN AVE","320","ROBBERY","STRONGARM - NO WEAPON","PARKING LOT/GARAGE(NON.RESID.)",FALSE,FALSE,1222,12,2,28,"3",1160399,1900424,2016,"02-10-2016 15:53",41.88246483,-87.68647109,"(41.882464831, -87.686471093)"
"303",1925105,"HH108221","12-04-2001 13:00","073XX S RHODES AV","840","THEFT","FINANCIAL ID THEFT: OVER $300","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,323,3,NA,NA,"6",1181220,1856310,2001,"08/17/2015 03:03:40 PM",41.7609566,-87.61137794,"(41.760956597, -87.611377941)"
"304",10402428,"HZ138800","02-03-2016 10:37","093XX S HALSTED ST","051A","ASSAULT","AGGRAVATED: HANDGUN","STREET",FALSE,FALSE,2223,22,21,73,"04A",1172618,1842964,2016,"02-10-2016 15:53",41.72452719,-87.64329688,"(41.724527193, -87.643296878)"
"305",10402436,"HZ138884","02-03-2016 12:13","111XX S PEORIA ST","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE",FALSE,TRUE,2233,22,34,75,"26",1172307,1830953,2016,"02-10-2016 15:53",41.69157405,-87.64478786,"(41.691574047, -87.644787857)"
"306",10402438,"HZ138906","02-03-2016 11:30","085XX S RACINE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)",FALSE,FALSE,613,6,21,71,"14",1169814,1848138,2016,"02-10-2016 15:53",41.73878661,-87.65341818,"(41.73878661, -87.653418179)"
"307",10402439,"HZ138899","02-03-2016 11:41","050XX S LAFLIN ST","530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK",FALSE,FALSE,933,9,16,61,"04A",1167187,1871353,2016,"02-10-2016 15:53",41.80254814,-87.66237946,"(41.802548137, -87.662379455)"
"308",10402445,"HZ138871","02-03-2016 12:00","040XX W FOSTER AVE","860","THEFT","RETAIL THEFT","GROCERY FOOD STORE",TRUE,FALSE,1712,17,39,13,"6",1148424,1934247,2016,"02-10-2016 15:53",41.97551745,-87.72956922,"(41.97551745, -87.729569215)"
"309",1925089,"HH108016","01-04-2002 23:30","013XX E 75 ST","610","BURGLARY","FORCIBLE ENTRY","RESTAURANT",FALSE,FALSE,324,3,NA,NA,"5",1186661,1855540,2002,"04/15/2016 08:55:02 AM",41.75871661,-87.59146094,"(41.758716607, -87.591460936)"
"310",10402451,"HZ138567","02-03-2016 23:49","032XX N PULASKI RD","610","BURGLARY","FORCIBLE ENTRY","COMMERCIAL / BUSINESS OFFICE",FALSE,FALSE,1731,17,31,16,"5",1149155,1921400,2016,"02-10-2016 15:53",41.94025016,-87.7272152,"(41.940250155, -87.727215199)"
"311",10402453,"HZ138741","02-03-2016 09:55","0000X N STATE ST","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","SCHOOL, PRIVATE, BUILDING",TRUE,FALSE,112,1,42,32,"26",1176364,1900537,2016,"02-10-2016 15:53",41.88242974,-87.62784441,"(41.882429735, -87.627844406)"
"312",10402454,"HZ138914","02-03-2016 00:30","044XX W HADDON AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT",FALSE,FALSE,1111,11,37,23,"14",1146643,1907289,2016,"02-10-2016 15:53",41.90157657,-87.73680848,"(41.901576568, -87.736808483)"
"313",10402455,"HZ138856","02-03-2016 11:45","039XX N WHIPPLE ST","460","BATTERY","SIMPLE","STREET",FALSE,FALSE,1733,17,33,16,"08B",1155349,1926095,2016,"02-10-2016 15:53",41.95301112,-87.70432345,"(41.953011121, -87.704323452)"
"314",10402465,"HZ138795","02-03-2016 09:10","010XX E 47TH ST","430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,222,2,4,39,"04B",1183977,1874059,2016,"02-10-2016 15:53",41.80959745,-87.60071921,"(41.809597452, -87.60071921)"
"315",10402471,"HZ138922","02-03-2016 02:00","078XX S MARSHFIELD AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE",FALSE,FALSE,611,6,17,71,"26",1166703,1852814,2016,"02-10-2016 15:53",41.75168511,-87.66468315,"(41.751685106, -87.664683149)"
"316",10402472,"HZ138900","02-03-2016 10:25","035XX W SUNNYSIDE AVE","910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,1723,17,33,14,"7",1151795,1929674,2016,"02-10-2016 15:53",41.96290298,-87.71729368,"(41.96290298, -87.717293675)"
"317",10402479,"HZ138938","02-03-2016 13:00","040XX N HAMLIN AVE","486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT",FALSE,TRUE,1723,17,39,16,"08B",1150338,1926590,2016,"02-10-2016 15:53",41.95446888,-87.72273136,"(41.954468882, -87.72273136)"
"318",10402489,"HZ138841","02-03-2016 09:00","076XX S GREEN ST","1156","DECEPTIVE PRACTICE","ATTEMPT - FINANCIAL IDENTITY THEFT","RESIDENCE",FALSE,FALSE,621,6,17,71,"11",1171959,1854252,2016,"02-10-2016 15:53",41.75551746,-87.64538025,"(41.755517457, -87.645380245)"
"319",10402499,"HZ138935","02-03-2016 12:50","084XX S HONORE ST","486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE",FALSE,FALSE,614,6,18,71,"08B",1165487,1848678,2016,"02-10-2016 15:53",41.74036117,-87.6692562,"(41.740361167, -87.669256203)"
"320",10402500,"HZ138870","02-03-2016 11:00","001XX W 79TH ST","860","THEFT","RETAIL THEFT","DEPARTMENT STORE",TRUE,FALSE,623,6,17,69,"6",1176766,1852607,2016,"02-10-2016 15:53",41.75089655,-87.62781331,"(41.75089655, -87.627813307)"
"321",10402537,"HZ138851","02-03-2016 11:35","053XX W GLADYS AVE","486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE",FALSE,FALSE,1522,15,29,25,"08B",1140842,1897824,2016,"02-10-2016 15:53",41.87571216,-87.75834944,"(41.875712155, -87.758349437)"
"322",10402542,"HZ138989","02-03-2016 12:30","010XX N LARRABEE ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","DEPARTMENT STORE",FALSE,FALSE,1822,18,27,8,"11",1172156,1907154,2016,"02-10-2016 15:53",41.90068107,-87.64310065,"(41.90068107, -87.643100645)"
"323",10402543,"HZ139019","02-03-2016 10:00","085XX S GREEN ST","890","THEFT","FROM BUILDING","SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,613,6,21,71,"6",1172133,1848236,2016,"02-10-2016 15:53",41.73900495,-87.64491897,"(41.739004946, -87.64491897)"
"324",1925129,"HH070071","12/31/2001 08:30:00 PM","032XX W POTOMAC AV","1320","CRIMINAL DAMAGE","TO VEHICLE","ALLEY",FALSE,FALSE,1422,14,NA,NA,"14",1154242,1908420,2001,"08/17/2015 03:03:40 PM",41.90453175,-87.70886609,"(41.904531747, -87.708866089)"
"325",10402546,"HZ139007","02-03-2016 00:01","083XX S OGLESBY AVE","810","THEFT","OVER $500","STREET",FALSE,FALSE,412,4,8,46,"6",1193296,1850027,2016,"02-10-2016 15:53",41.7434289,-87.56732442,"(41.743428895, -87.567324423)"
"326",10402549,"HZ138978","02-03-2016 13:15","039XX N LAWNDALE AVE","460","BATTERY","SIMPLE","SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1732,17,39,16,"08B",1151026,1925837,2016,"02-10-2016 15:53",41.95238912,-87.72022196,"(41.952389116, -87.720221957)"
"327",10402553,"HZ138907","02-03-2016 11:53","036XX N MILWAUKEE AVE","820","THEFT","$500 AND UNDER","SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,1731,17,38,16,"6",1146726,1923676,2016,"02-10-2016 15:53",41.94654248,-87.73608438,"(41.946542477, -87.736084376)"
"328",10402554,"HZ139018","02-03-2016 12:00","002XX W MONROE ST","870","THEFT","POCKET-PICKING","RESTAURANT",FALSE,FALSE,122,1,2,32,"6",1174585,1899875,2016,"02-10-2016 15:53",41.88065311,-87.63439665,"(41.880653112, -87.634396649)"
"329",10402567,"HZ138985","02-03-2016 08:15","034XX S WALLACE ST","486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE",FALSE,TRUE,915,9,11,60,"08B",1172858,1882134,2016,"02-10-2016 15:53",41.83200887,-87.64126305,"(41.832008871, -87.641263051)"
"330",10402568,"HZ138960","02-03-2016 12:40","011XX W WILSON AVE","530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK",TRUE,FALSE,1913,19,46,3,"04A",1167810,1930700,2016,"02-10-2016 15:53",41.96538731,-87.65838281,"(41.965387309, -87.658382808)"
"331",10402572,"HZ138990","02-03-2016 12:47","030XX W AINSLIE ST","430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","APARTMENT",FALSE,FALSE,1713,17,33,14,"04B",1155325,1932398,2016,"02-10-2016 15:53",41.97030742,-87.70424157,"(41.970307421, -87.704241568)"
"332",10402578,"HZ138947","02-03-2016 12:57","055XX W CORCORAN PL","486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT",TRUE,TRUE,1523,15,28,25,"08B",1139308,1902015,2016,"02-10-2016 15:53",41.88724086,-87.7638797,"(41.887240863, -87.763879696)"
"333",1925140,"G778339","12/30/2001 08:00:00 PM","050XX S ARCHER AV","820","THEFT","$500 AND UNDER","BOWLING ALLEY",FALSE,FALSE,815,8,NA,NA,"6",1150258,1870862,2001,"08/17/2015 03:03:40 PM",41.80154662,-87.72447877,"(41.801546617, -87.724478766)"
"334",10402580,"HZ138998","02-03-2016 11:30","002XX W MONROE ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT",FALSE,FALSE,122,1,2,32,"11",1174585,1899875,2016,"02-10-2016 15:53",41.88065311,-87.63439665,"(41.880653112, -87.634396649)"
"335",10402589,"HZ138981","02-03-2016 12:20","015XX N HUMBOLDT DR","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","PARK PROPERTY",FALSE,FALSE,1423,14,26,24,"14",1156227,1909985,2016,"02-10-2016 15:53",41.90878636,-87.70153226,"(41.908786357, -87.701532256)"
"336",10402602,"HZ139002","02-03-2016 13:25","020XX N HALSTED ST","1570","SEX OFFENSE","PUBLIC INDECENCY","OTHER",FALSE,FALSE,1812,18,43,7,"17",1170620,1913880,2016,"02-10-2016 15:53",41.91917136,-87.64854519,"(41.919171358, -87.648545187)"
"337",1925145,"HH070046","01-01-2001 18:00","016XX W DIVISION ST","820","THEFT","$500 AND UNDER","STREET",FALSE,FALSE,1424,14,NA,NA,"6",1165489,1908112,2001,"08/17/2015 03:03:40 PM",41.90345447,-87.66756152,"(41.903454472, -87.667561516)"
"338",10402606,"HZ138954","02-03-2016 12:40","068XX S STONY ISLAND AVE","1330","CRIMINAL TRESPASS","TO LAND","CONVENIENCE STORE",TRUE,FALSE,332,3,5,43,"26",1188039,1860017,2016,"02-10-2016 15:53",41.77096917,-87.58626823,"(41.770969165, -87.586268228)"
"339",1925147,"HH106784","01-04-2001 16:15","100XX W OHARE ST","820","THEFT","$500 AND UNDER","AIRPORT/AIRCRAFT",FALSE,FALSE,1651,16,NA,NA,"6",1100635,1934208,2001,"08/17/2015 03:03:40 PM",41.97620017,-87.90531241,"(41.976200173, -87.905312411)"
"340",10402619,"HZ139030","02-03-2016 13:50","078XX S STATE ST","1330","CRIMINAL TRESPASS","TO LAND","GAS STATION",TRUE,FALSE,623,6,6,69,"26",1177650,1852817,2016,"02-10-2016 15:53",41.75145288,-87.62456758,"(41.751452878, -87.624567581)"
"341",10402622,"HZ138610","02-03-2016 07:30","052XX W RACE AVE","031A","ROBBERY","ARMED: HANDGUN","SIDEWALK",FALSE,FALSE,1523,15,28,25,"3",1141438,1903052,2016,"02-10-2016 15:53",41.89004746,-87.75603199,"(41.890047463, -87.756031988)"
"342",1925150,"HH108301","12/20/2001 12:00:00 PM","001XX N STATE ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","DEPARTMENT STORE",TRUE,FALSE,122,1,NA,NA,"11",1176391,1900935,2001,"08/17/2015 03:03:40 PM",41.88352126,-87.62773325,"(41.88352126, -87.627733247)"
"343",10402624,"HZ139047","02-03-2016 13:29","014XX N WALLER AVE","2014","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","VEHICLE NON-COMMERCIAL",TRUE,FALSE,2531,25,29,25,"18",1138073,1909103,2016,"02-10-2016 15:53",41.90671361,-87.7682436,"(41.906713614, -87.768243602)"
"344",10402631,"HZ139005","02-03-2016 12:50","095XX S JEFFERY AVE","820","THEFT","$500 AND UNDER","GAS STATION",FALSE,FALSE,431,4,7,51,"6",1191176,1842204,2016,"02-10-2016 15:53",41.72201336,-87.57534453,"(41.722013357, -87.575344529)"
"345",10402632,"HZ138850","02-03-2016 11:47","005XX N LOCKWOOD AVE","486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT",FALSE,TRUE,1523,15,28,25,"08B",1140946,1902798,2016,"02-10-2016 15:53",41.88935953,-87.75784512,"(41.889359525, -87.757845115)"
